id,title,url,date,body_text,image_captions,video_captions,text
271,UN agency describes Gaza as becoming 'unliveable' for Palestinians.,https://www.bbc.com/news/live//world-middle-east-67709805/page/3,2023-12-15,"['An official from the he United Nations relief agency for Palestinian refugees has described Gaza as becoming ""unliveable"".', 'Speaking to the BBC News Channel, Juliet Touma from UNRWA says recent bad weather is worsening the already dire conditions in the strip.', 'She says UNRWA have 150 more shelters but need to open more, as the existing ones are ""overcrowded and cannot take people any more"".', 'Touma goes on to explain people are ""resorting to just building shacks” or living in their cars.', 'She says UNRWA are bringing aid into the region, but adds that the agency is restricted to Rafah because of ""heavy bombardment"" by Israel.', 'You cannot deliver aid under a sky full of air strikes. We cannot access those who need us most and fulfil our duties.""']",[],[],"['An official from the he United Nations relief agency for Palestinian refugees has described Gaza as becoming ""unliveable"".', 'Speaking to the BBC News Channel, Juliet Touma from UNRWA says recent bad weather is worsening the already dire conditions in the strip.', 'She says UNRWA have 150 more shelters but need to open more, as the existing ones are ""overcrowded and cannot take people any more"".', 'Touma goes on to explain people are ""resorting to just building shacks” or living in their cars.', 'She says UNRWA are bringing aid into the region, but adds that the agency is restricted to Rafah because of ""heavy bombardment"" by Israel.', 'You cannot deliver aid under a sky full of air strikes. We cannot access those who need us most and fulfil our duties.""']"
272,If you're joining us now.,https://www.bbc.com/news/live//world-middle-east-67709805/page/3,2023-12-15,"[""It's just gone 08:00 in Israel and Gaza, and 06:00 in London."", ""The ground incursion into Gaza's second city , Khan Younis, has been intensifying as Israel pounds the area."", ""Internet and phone networks across the Palestinian territory again went down yesterday, according to the region's main telecoms company."", 'A key moment to watch today will be when US National Security Advisor Jake Sullivan heads to the occupied West Bank city of Ramallah for talks with Palestinian Authority leaders .', 'Sullivan yesterday met Israeli Prime Minister Benjamin Netanyahu, who said Israel would continue its war effort until ""absolute victory"" .', ""Washington has strongly supported Israel's right to defend itself following the Hamas attacks in October but the scale of civilian casualties in Gaza has caused growing tension between the close allies ."", 'Also in the West Bank, video has emerged of Israeli soldiers singing and praying into a microphone at a mosque in Jenin - prompting the defence spokesman to warn ""anyone who does not conduct themselves according to IDF values will face corresponding measures"".']",[],[],"[""It's just gone 08:00 in Israel and Gaza, and 06:00 in London."", ""The ground incursion into Gaza's second city , Khan Younis, has been intensifying as Israel pounds the area."", ""Internet and phone networks across the Palestinian territory again went down yesterday, according to the region's main telecoms company."", 'A key moment to watch today will be when US National Security Advisor Jake Sullivan heads to the occupied West Bank city of Ramallah for talks with Palestinian Authority leaders .', 'Sullivan yesterday met Israeli Prime Minister Benjamin Netanyahu, who said Israel would continue its war effort until ""absolute victory"" .', ""Washington has strongly supported Israel's right to defend itself following the Hamas attacks in October but the scale of civilian casualties in Gaza has caused growing tension between the close allies ."", 'Also in the West Bank, video has emerged of Israeli soldiers singing and praying into a microphone at a mosque in Jenin - prompting the defence spokesman to warn ""anyone who does not conduct themselves according to IDF values will face corresponding measures"".']"
273,"Israel recovers body of another hostage, Elia Toledano.",https://www.bbc.com/news/live//world-middle-east-67709805/page/3,2023-12-15,"[""In an update, the IDF says its special forces have retrieved the man's body during an operation in Gaza."", 'Elia Toledano, 28, was taken hostage at the Supernova music festival on 7 October, alongside his friend Mia Schem who was freed two weeks ago during the temporary pause in fighting.', ""Toledano's body has been returned to Israel, where it was identified by medical officers and police."", '""The IDF sends the family its heartfelt condolences,"" a statement says.']",[],[],"[""In an update, the IDF says its special forces have retrieved the man's body during an operation in Gaza."", 'Elia Toledano, 28, was taken hostage at the Supernova music festival on 7 October, alongside his friend Mia Schem who was freed two weeks ago during the temporary pause in fighting.', ""Toledano's body has been returned to Israel, where it was identified by medical officers and police."", '""The IDF sends the family its heartfelt condolences,"" a statement says.']"
274,Pall of smoke at dawn.,https://www.bbc.com/news/live//world-middle-east-67709805/page/3,2023-12-15,"['Dawn is breaking in Gaza and we can see a pall of dark smoke hanging over the strip on a live video stream, set up from across the boundary inside Israel.', 'My colleague in Sydney, Nicole Ng, has just cut this clip.']",[],['Watch: Dark smoke hangs over Gaza as dawn breaks.'],"['Dawn is breaking in Gaza and we can see a pall of dark smoke hanging over the strip on a live video stream, set up from across the boundary inside Israel.', 'My colleague in Sydney, Nicole Ng, has just cut this clip.', 'Watch: Dark smoke hangs over Gaza as dawn breaks.']"
275,Where we are tonight.,https://www.bbc.com/news/live//world-middle-east-67709805/page/3,2023-12-15,"[""It's 03:20 in Israel and Gaza, and 01:20 here in London. Over a live video feed from Gaza, shrouded in darkness, we have just seen a bright red flash in the distance. We can hear the chatter of machine-gun fire, and the whirring of drones or other aircraft is constant. It is clear that Israel's offensive against Hamas continues unabated."", 'Israeli Prime Minister Benjamin Netanyahu has told US President Joe Biden\'s National Security Advisor, Jake Sullivan, that Israel will continue the war until ""absolute victory"".', 'The US called on Israel to scale down its war in the ""near future"", with Biden urging more to be done to protect civilian lives in Gaza.', 'Sullivan pushed the Israeli government on the timescales of the conflict after Israeli Defence Minister Yoav Gallant told him it would last several more months.', 'Sullivan will head to the occupied West Bank city of Ramallah later on Friday for talks with Palestinian Authority leaders.', ""Washington has strongly backed Israel's right to defend itself following the Hamas attacks in October but mounting civilian casualties have caused growing tension between the close allies.""]",[],[],"[""It's 03:20 in Israel and Gaza, and 01:20 here in London. Over a live video feed from Gaza, shrouded in darkness, we have just seen a bright red flash in the distance. We can hear the chatter of machine-gun fire, and the whirring of drones or other aircraft is constant. It is clear that Israel's offensive against Hamas continues unabated."", 'Israeli Prime Minister Benjamin Netanyahu has told US President Joe Biden\'s National Security Advisor, Jake Sullivan, that Israel will continue the war until ""absolute victory"".', 'The US called on Israel to scale down its war in the ""near future"", with Biden urging more to be done to protect civilian lives in Gaza.', 'Sullivan pushed the Israeli government on the timescales of the conflict after Israeli Defence Minister Yoav Gallant told him it would last several more months.', 'Sullivan will head to the occupied West Bank city of Ramallah later on Friday for talks with Palestinian Authority leaders.', ""Washington has strongly backed Israel's right to defend itself following the Hamas attacks in October but mounting civilian casualties have caused growing tension between the close allies.""]"
276,IDF spokesman calls Jenin mosque footage 'unusual',https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-15,"['Speaking on Thursday evening, Israel Defense Forces (IDF) spokesman Daniel Hagari addresses the ""unusual footage"" from a mosque in Jenin in the occupied West Bank.', 'In a statement, Hagari says Israeli soldiers are required to act professionally and ""anyone who does not conduct themselves according to IDF values will face corresponding measures"".', ""The footage Hagari is referring to shows some of the IDF's soldiers singing and praying down a microphone in a mosque in Jenin."", 'The clips, which are circulating on social media, show scenes of the mosque. In one recording, a song about banishing darkness, associated with the current Jewish festival of Hanukkah, is heard sung in Hebrew through a loudspeaker in a minaret. The person filming laughs and joins in with the song.', 'Other clips show soldiers inside a mosque reciting a Jewish prayer down a microphone. The Palestinian foreign ministry has condemned what it calls a ""mockery of [the mosque\'s] sanctity"".', 'It comes during an operation against militants in the city, which has so far left 11 Palestinians dead, the Palestinian health ministry says.']",[],[],"['Speaking on Thursday evening, Israel Defense Forces (IDF) spokesman Daniel Hagari addresses the ""unusual footage"" from a mosque in Jenin in the occupied West Bank.', 'In a statement, Hagari says Israeli soldiers are required to act professionally and ""anyone who does not conduct themselves according to IDF values will face corresponding measures"".', ""The footage Hagari is referring to shows some of the IDF's soldiers singing and praying down a microphone in a mosque in Jenin."", 'The clips, which are circulating on social media, show scenes of the mosque. In one recording, a song about banishing darkness, associated with the current Jewish festival of Hanukkah, is heard sung in Hebrew through a loudspeaker in a minaret. The person filming laughs and joins in with the song.', 'Other clips show soldiers inside a mosque reciting a Jewish prayer down a microphone. The Palestinian foreign ministry has condemned what it calls a ""mockery of [the mosque\'s] sanctity"".', 'It comes during an operation against militants in the city, which has so far left 11 Palestinians dead, the Palestinian health ministry says.']"
277,Charity again loses touch with Gaza workers.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-15,"[""Let's bring you another update on the latest comms blackout currently affecting Gaza."", 'As we mentioned earlier, internet and phone networks across the Palestinian territory again went down on Thursday - with the region\'s main telecoms firm blaming the ""ongoing aggression"".', 'The Palestine Red Crescent Society (PRCS) says it ""completely lost contact"" with its operations room in the territory, expressing concern for the safety of its emergency workers.', 'The charity describes this as the fifth such outage in Gaza.']",[],[],"[""Let's bring you another update on the latest comms blackout currently affecting Gaza."", 'As we mentioned earlier, internet and phone networks across the Palestinian territory again went down on Thursday - with the region\'s main telecoms firm blaming the ""ongoing aggression"".', 'The Palestine Red Crescent Society (PRCS) says it ""completely lost contact"" with its operations room in the territory, expressing concern for the safety of its emergency workers.', 'The charity describes this as the fifth such outage in Gaza.']"
278,Nearly half a century since first peace talks.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['It’s been more than 45 years since the first Arab-Israeli peace talks, launched by the surprise visit to Jerusalem by the president of Egypt.', 'Some of the talks have been successful - including between Israel and Jordan, and Israel and several Arab League states. But a settlement has still not been reached in what many consider to be the core conflict - the dispute between the Israelis and Palestinians.', ""The first talks between Israel and the Palestinians - represented by the Palestine Liberation Organisation (PLO) - didn't happen until 1992."", 'The Oslo Agreement the following year stipulated that Israeli troops would withdraw in stages from the West Bank and Gaza, and that a ""Palestinian Interim Self-Governing Authority"" would be set up for a five-year transitional period.', 'The two sides agreed to eventually hold “final status” talks, but Hamas and other Palestinian rejectionist groups did not accept Oslo and launched suicide bomb attacks on Israelis. There was also opposition within Israel from the right wing, which became dominant, and Oslo was only partially implemented.', 'On-off talks continued down the years afterwards, but they collapsed in 2014 and no agreement between the two sides has ever been reached.']",['Former Israeli Prime Minister Yitzahk Rabin and Palestinian leader Yasser Arafat shaking hands while settling the Oslo Agreement in 1993.'],[],"['It’s been more than 45 years since the first Arab-Israeli peace talks, launched by the surprise visit to Jerusalem by the president of Egypt.', 'Some of the talks have been successful - including between Israel and Jordan, and Israel and several Arab League states. But a settlement has still not been reached in what many consider to be the core conflict - the dispute between the Israelis and Palestinians.', ""The first talks between Israel and the Palestinians - represented by the Palestine Liberation Organisation (PLO) - didn't happen until 1992."", 'The Oslo Agreement the following year stipulated that Israeli troops would withdraw in stages from the West Bank and Gaza, and that a ""Palestinian Interim Self-Governing Authority"" would be set up for a five-year transitional period.', 'The two sides agreed to eventually hold “final status” talks, but Hamas and other Palestinian rejectionist groups did not accept Oslo and launched suicide bomb attacks on Israelis. There was also opposition within Israel from the right wing, which became dominant, and Oslo was only partially implemented.', 'On-off talks continued down the years afterwards, but they collapsed in 2014 and no agreement between the two sides has ever been reached.', 'Former Israeli Prime Minister Yitzahk Rabin and Palestinian leader Yasser Arafat shaking hands while settling the Oslo Agreement in 1993.']"
279,War will disproportionately harm women and girls - UN.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['The United Nations has issued a statement warning the ""tragic consequences of this conflict will be disproportionately borne by women and girls for generations"".', '“Pregnant women, along with young children, older persons and persons with disabilities, are at higher risk of communicable diseases, malnutrition and death, all of which become increasingly likely as Gaza’s civilian infrastructure collapses"", the statement says.', 'The UN says the interruption to housing, school and healthcare will destroy the future of young girls in Gaza, which it describes as ""already fragile"".', 'Regarding reports of sexual violence by Hamas, the UN adds that these must be investigated and people responsible ""must be held accountable"".', 'Witnesses have told the BBC that there were ""multiple signs of sexual assault"" on the bodies of those attacked on 7 October.']","['Palestinians  in Deir al Balah, Gaza on Thursday.']",[],"['The United Nations has issued a statement warning the ""tragic consequences of this conflict will be disproportionately borne by women and girls for generations"".', '“Pregnant women, along with young children, older persons and persons with disabilities, are at higher risk of communicable diseases, malnutrition and death, all of which become increasingly likely as Gaza’s civilian infrastructure collapses"", the statement says.', 'The UN says the interruption to housing, school and healthcare will destroy the future of young girls in Gaza, which it describes as ""already fragile"".', 'Regarding reports of sexual violence by Hamas, the UN adds that these must be investigated and people responsible ""must be held accountable"".', 'Witnesses have told the BBC that there were ""multiple signs of sexual assault"" on the bodies of those attacked on 7 October.', 'Palestinians  in Deir al Balah, Gaza on Thursday.']"
280,In pictures: Israel steps up assault on Khan Younis.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"[""Here are some of the latest pictures that have reached us from Gaza's second city, Khan Younis - where the Israeli military stepped up its shelling of the main street on Thursday, as we reported below.""]","['The city came under renewed assault on Thursday.', 'People were pictured salvaging items from the ruins of buildings.', ""Wounded Palestinians have continued to reach the city's Nasser Hospital."", 'Children were again among the injured.']",[],"[""Here are some of the latest pictures that have reached us from Gaza's second city, Khan Younis - where the Israeli military stepped up its shelling of the main street on Thursday, as we reported below."", 'The city came under renewed assault on Thursday.', 'People were pictured salvaging items from the ruins of buildings.', ""Wounded Palestinians have continued to reach the city's Nasser Hospital."", 'Children were again among the injured.']"
281,We couldn't reach the city centre because of the bombing - ambulance worker.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['The ground incursion into Khan Younis has entered a critical stage.', 'During the day, Israeli artillery intensified its shelling on Jalal Street, the main road leading into the city centre.', 'One of the paramedics working in the city in south Gaza told me: ""A call came to the ambulance unit at Nasser Hospital. We went to rescue injured people in the city centre, but we were unable to get there because of the intensity of the bombing.""', 'While the Israeli army increases its pressure on Khan Younis, the second largest city in Gaza, Palestinians continue to flee to the much smaller Rafah.', 'The city on the border with Egypt is unable to accommodate the flood of newcomers pouring into it every day.', 'Safaa Mahmoud told me as she was leaving Khan Younis: ""My father is sick and cannot bear the cold weather.""', 'She added: ""We spent the night without shelter, water, or food. We do not have money to buy medicine for my father. We left our home in Gaza under fire to Khan Younis, and now we have to leave again to go to Rafah.""']",[],[],"['The ground incursion into Khan Younis has entered a critical stage.', 'During the day, Israeli artillery intensified its shelling on Jalal Street, the main road leading into the city centre.', 'One of the paramedics working in the city in south Gaza told me: ""A call came to the ambulance unit at Nasser Hospital. We went to rescue injured people in the city centre, but we were unable to get there because of the intensity of the bombing.""', 'While the Israeli army increases its pressure on Khan Younis, the second largest city in Gaza, Palestinians continue to flee to the much smaller Rafah.', 'The city on the border with Egypt is unable to accommodate the flood of newcomers pouring into it every day.', 'Safaa Mahmoud told me as she was leaving Khan Younis: ""My father is sick and cannot bear the cold weather.""', 'She added: ""We spent the night without shelter, water, or food. We do not have money to buy medicine for my father. We left our home in Gaza under fire to Khan Younis, and now we have to leave again to go to Rafah.""']"
282,'We fear not being able to get back',https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['""This feels like a second Nakba,"" Naim al-Khatib, a Palestinian from Gaza City, tells me.', ""The Nakba , or 'Catastrophe' in Arabic, refers to the events following 14 May 1948, when Israel declared independence. In a war which began the next day, up to 750,000 Palestinians who had lived on that land fled or were expelled from their homes."", 'Neither they nor their descendants have been allowed by Israel to return, and many still live in refugee camps in the West Bank, Gaza, and other neighbouring countries.', 'Al-Khatib says his flight from Gaza City to Cairo feels like the stories his parents used to tell him about fleeing their homes in 1948.', 'They left everything, he says, believing they would be back in ""a matter of days or weeks"".', 'That is one reason some Gazans have been reluctant to leave their homes, despite repeated evacuation orders by Israel.', 'Al-Khatib says he would have remained too if his family had left safely.', '""Everything we go through, our mindset keeps rejecting the idea of leaving our home for fear of not being able to get back,"" he says.', 'He adds that many people are posting photos on social media of themselves leaving their homes last month alongside those of their ancestors leaving theirs in 1948.', '""But those photos are in colour, not in black and white,"" he says.', 'Earlier this month, a senior UN official accused Israel of seeking to expel Palestinians from Gaza into Egypt. Israel rejects this allegation, saying ""there is not, never was and never will be an Israeli plan to move the residents of Gaza to Egypt.""']","['Hundreds of thousands of Palestinians have fled their homes to escape the Israeli bombardment in Gaza, ordered by Israel to move further and further south.']",[],"['""This feels like a second Nakba,"" Naim al-Khatib, a Palestinian from Gaza City, tells me.', ""The Nakba , or 'Catastrophe' in Arabic, refers to the events following 14 May 1948, when Israel declared independence. In a war which began the next day, up to 750,000 Palestinians who had lived on that land fled or were expelled from their homes."", 'Neither they nor their descendants have been allowed by Israel to return, and many still live in refugee camps in the West Bank, Gaza, and other neighbouring countries.', 'Al-Khatib says his flight from Gaza City to Cairo feels like the stories his parents used to tell him about fleeing their homes in 1948.', 'They left everything, he says, believing they would be back in ""a matter of days or weeks"".', 'That is one reason some Gazans have been reluctant to leave their homes, despite repeated evacuation orders by Israel.', 'Al-Khatib says he would have remained too if his family had left safely.', '""Everything we go through, our mindset keeps rejecting the idea of leaving our home for fear of not being able to get back,"" he says.', 'He adds that many people are posting photos on social media of themselves leaving their homes last month alongside those of their ancestors leaving theirs in 1948.', '""But those photos are in colour, not in black and white,"" he says.', 'Earlier this month, a senior UN official accused Israel of seeking to expel Palestinians from Gaza into Egypt. Israel rejects this allegation, saying ""there is not, never was and never will be an Israeli plan to move the residents of Gaza to Egypt.""', 'Hundreds of thousands of Palestinians have fled their homes to escape the Israeli bombardment in Gaza, ordered by Israel to move further and further south.']"
283,Mixed emotions and fears for the future after fleeing Gaza.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['Naim al-Khatib fled Gaza to Egypt in November, and describes the difficult emotions when he was forced to leave his home unsure of when he would return.', '""It was a lot of mixed feelings actually,"" he says. ""On one hand I\'m happy to have saved myself and my family during the hardship and plight of war.""', 'But on the other hand he is worried that he won\'t be able to return home to Gaza City. He describes how he fled with just a ""few clothes and few papers"", and left behind friends and family.', '""All my life is there waiting for me.""', 'Al-Khatib was forced to flee twice before eventually leaving the Gaza Strip for Egypt in November. He says he was allowed to leave because one of his daughters holds an American passport.', 'Speaking to me from Cairo, he says those mixed feelings remain  - he wants to return, but fears what he will find when he gets back.', '""I\'m worried I won\'t be able to get back to my home to Gaza, but I have no plans to leave Gaza. I left it forcibly for the single reason of saving my family,"" he says.', 'But at the same time, he adds, he is worried that he has lost the means to support three college-going children.', '""Getting back immediately to Gaza worries me also, because I don\'t know how life is like at the moment, whether I will be able to resume a normal life, get back my financial resources. All that worries me and keeps me up at night.""']","['Naim al-Khatib is from Gaza City, which has seen some of the heaviest Israeli bombardment - he is pictured here in a cafe during happier times.', ""Al-Khatib celebrated his children's graduation from high school in September 2023.""]",[],"['Naim al-Khatib fled Gaza to Egypt in November, and describes the difficult emotions when he was forced to leave his home unsure of when he would return.', '""It was a lot of mixed feelings actually,"" he says. ""On one hand I\'m happy to have saved myself and my family during the hardship and plight of war.""', 'But on the other hand he is worried that he won\'t be able to return home to Gaza City. He describes how he fled with just a ""few clothes and few papers"", and left behind friends and family.', '""All my life is there waiting for me.""', 'Al-Khatib was forced to flee twice before eventually leaving the Gaza Strip for Egypt in November. He says he was allowed to leave because one of his daughters holds an American passport.', 'Speaking to me from Cairo, he says those mixed feelings remain  - he wants to return, but fears what he will find when he gets back.', '""I\'m worried I won\'t be able to get back to my home to Gaza, but I have no plans to leave Gaza. I left it forcibly for the single reason of saving my family,"" he says.', 'But at the same time, he adds, he is worried that he has lost the means to support three college-going children.', '""Getting back immediately to Gaza worries me also, because I don\'t know how life is like at the moment, whether I will be able to resume a normal life, get back my financial resources. All that worries me and keeps me up at night.""', 'Naim al-Khatib is from Gaza City, which has seen some of the heaviest Israeli bombardment - he is pictured here in a cafe during happier times.', ""Al-Khatib celebrated his children's graduation from high school in September 2023.""]"
284,Biden wants Israel to 'be more careful',https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['US President Joe Biden says he wants Israel to ""be more careful"" in pursuing its war with Hamas.', 'Asked by a reporter whether he wanted Israel to scale back its assault on Gaza, the US leader said he wanted Israel to do more to protect civilians:', 'I want them to be focused on how to save civilian lives. Not stop going after Hamas - but be more careful.""']",[],"[""Biden wants Israel to 'be more careful'""]","['US President Joe Biden says he wants Israel to ""be more careful"" in pursuing its war with Hamas.', 'Asked by a reporter whether he wanted Israel to scale back its assault on Gaza, the US leader said he wanted Israel to do more to protect civilians:', 'I want them to be focused on how to save civilian lives. Not stop going after Hamas - but be more careful.""', ""Biden wants Israel to 'be more careful'""]"
285,Erdogan tells Biden US support for Israel harming ceasefire efforts.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['Turkish President Recep Tayyip Erdogan earlier told President Joe Biden in a phone call that the US had a historic responsibility to secure a lasting ceasefire in Gaza as swiftly as possible.', ""In a statement about the conversation, Erdogan's office said he told Biden a ceasefire could be reached quickly if the US government stopped offering unconditional support to Israel."", ""Turkey's leader also said Israel's prolonged attacks may have negative global consequences.""]",[],[],"['Turkish President Recep Tayyip Erdogan earlier told President Joe Biden in a phone call that the US had a historic responsibility to secure a lasting ceasefire in Gaza as swiftly as possible.', ""In a statement about the conversation, Erdogan's office said he told Biden a ceasefire could be reached quickly if the US government stopped offering unconditional support to Israel."", ""Turkey's leader also said Israel's prolonged attacks may have negative global consequences.""]"
286,Sullivan to meet Palestinian leader tomorrow.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"[""And here's news of another planned US visit. Jake Sullivan, the national security adviser, will tomorrow meet Palestinian Authority (PA) President Mahmoud Abbas, an American official is quoted by Reuters as saying."", ""The PA governs parts of the occupied West Bank not under Israeli control - and is a separate organisation to the government that operates in Gaza, which is run by Israel's enemy Hamas.""]",[],[],"[""And here's news of another planned US visit. Jake Sullivan, the national security adviser, will tomorrow meet Palestinian Authority (PA) President Mahmoud Abbas, an American official is quoted by Reuters as saying."", ""The PA governs parts of the occupied West Bank not under Israeli control - and is a separate organisation to the government that operates in Gaza, which is run by Israel's enemy Hamas.""]"
287,Top US general to visit Israel.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['The top US general, General Charles Q Brown, will join US Defense Secretary Lloyd Austin for meetings in Israel in the next few days.', 'The announcement was made by Pentagon press secretary, Major General Patrick Ryder in a press conference.', ""Austin's visit was announced just a couple of days ago, and he will also spend time in Qatar and Bahrain."", 'This will be the latest in a series of visits made by top US officials to the country since the war began - national security adviser Jake Sullivan is there at the moment, while Secretary of State Antony Blinken visited last month.']",[],[],"['The top US general, General Charles Q Brown, will join US Defense Secretary Lloyd Austin for meetings in Israel in the next few days.', 'The announcement was made by Pentagon press secretary, Major General Patrick Ryder in a press conference.', ""Austin's visit was announced just a couple of days ago, and he will also spend time in Qatar and Bahrain."", 'This will be the latest in a series of visits made by top US officials to the country since the war began - national security adviser Jake Sullivan is there at the moment, while Secretary of State Antony Blinken visited last month.']"
288,Biden's indiscriminate bombing claims 'not true' - Israeli adviser.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['Mark Regev - a senior adviser to the Israeli prime minister - has rejected comments made by US President Joe Biden that Israel is ""indiscriminately bombing"" parts of Gaza.', 'On Tuesday, Biden told a closed-door fundraising event that Israel was losing international support as a result.', 'Speaking to the BBC, Regev says the assertion is ""not true"".', 'He adds that, at a meeting earlier today, the Israeli military showed the US its ""rigorous process"" of selecting targets.', 'Asked whether concerns Israel\'s allies have raised about civilian deaths in Gaza have affected the country\'s decision-making, he says ""of course"".', '""We can disagree on tactics but we share the same goal,"" he says, adding that Israel has done its ""utmost"" to protect civilians and facilitate access for humanitarian aid.']",[],[],"['Mark Regev - a senior adviser to the Israeli prime minister - has rejected comments made by US President Joe Biden that Israel is ""indiscriminately bombing"" parts of Gaza.', 'On Tuesday, Biden told a closed-door fundraising event that Israel was losing international support as a result.', 'Speaking to the BBC, Regev says the assertion is ""not true"".', 'He adds that, at a meeting earlier today, the Israeli military showed the US its ""rigorous process"" of selecting targets.', 'Asked whether concerns Israel\'s allies have raised about civilian deaths in Gaza have affected the country\'s decision-making, he says ""of course"".', '""We can disagree on tactics but we share the same goal,"" he says, adding that Israel has done its ""utmost"" to protect civilians and facilitate access for humanitarian aid.']"
289,Scrutiny grows in US over Israel's arms use.,https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['President Biden’s recent comments about “indiscriminate bombing” in Gaza has heightened scrutiny on whether Israel is meeting conditions for the use of American weapons.', 'The administration’s arms transfer policy requires the State Department to determine that the weapons it sells are unlikely to be used for genocide, crimes against humanity, breaches of the Geneva conventions or serious violations of international law.', 'The spokesman Matthew Miller was pressed on this again today. He repeated that the department is monitoring and collecting information on the conflict, but has made no legal determination on whether Israel is complying with the laws of war.', 'He also stressed that the administration makes clear to Israelis they should be doing more to minimise civilian harm in Gaza, and has seen “progress in a number of areas"".', 'But there’s growing disquiet among some in congress about Israel’s military conduct. Five Democratic senators wrote to the president last week asking for details about US oversight and accountability measures on arms sales to Israel.', 'Biden told a closed-door fundraising event on Tuesday that Israel was starting to lose international support because of its destructive bombing campaign.']",[],[],"['President Biden’s recent comments about “indiscriminate bombing” in Gaza has heightened scrutiny on whether Israel is meeting conditions for the use of American weapons.', 'The administration’s arms transfer policy requires the State Department to determine that the weapons it sells are unlikely to be used for genocide, crimes against humanity, breaches of the Geneva conventions or serious violations of international law.', 'The spokesman Matthew Miller was pressed on this again today. He repeated that the department is monitoring and collecting information on the conflict, but has made no legal determination on whether Israel is complying with the laws of war.', 'He also stressed that the administration makes clear to Israelis they should be doing more to minimise civilian harm in Gaza, and has seen “progress in a number of areas"".', 'But there’s growing disquiet among some in congress about Israel’s military conduct. Five Democratic senators wrote to the president last week asking for details about US oversight and accountability measures on arms sales to Israel.', 'Biden told a closed-door fundraising event on Tuesday that Israel was starting to lose international support because of its destructive bombing campaign.']"
290,David Cameron says Israeli ambassador's comments 'disappointing',https://www.bbc.com/news/live//world-middle-east-67709805/page/4,2023-12-14,"['Earlier we reported that the Israeli ambassador to the UK Tzipi Hotovely said “absolutely no” when asked if Palestinians should have their own state in any peace deal in the future.', 'The two-state solution is the idea that establishing an independent Palestine alongside Israel would create a way for the two peoples to co-exist peacefully.', 'Now UK Foreign Secretary David Cameron has branded her rejection of a two-state solution as ""disappointing"", but says ""we should not put too much weight on one interview"".', '""I think it is still possible but I think the pathway from where we are today to getting there is very, very difficult,"" Cameron told the European Affairs Committee in the UK\'s House of Lords.', 'Earlier, he said that ""extremist settlers"" responsible for violence in the Israeli-occupied West Bank would no longer be permitted to come to the UK.']",[],[],"['Earlier we reported that the Israeli ambassador to the UK Tzipi Hotovely said “absolutely no” when asked if Palestinians should have their own state in any peace deal in the future.', 'The two-state solution is the idea that establishing an independent Palestine alongside Israel would create a way for the two peoples to co-exist peacefully.', 'Now UK Foreign Secretary David Cameron has branded her rejection of a two-state solution as ""disappointing"", but says ""we should not put too much weight on one interview"".', '""I think it is still possible but I think the pathway from where we are today to getting there is very, very difficult,"" Cameron told the European Affairs Committee in the UK\'s House of Lords.', 'Earlier, he said that ""extremist settlers"" responsible for violence in the Israeli-occupied West Bank would no longer be permitted to come to the UK.']"
